Recency,Frequency,Monetary,Cluster
-0.1854542931442123,0.6133119978948424,1.4088873223374063,0
-0.811401300628618,-0.8301205927100848,1.352216682696941,1
2.4412876132635617,-0.8301205927100848,-0.6798019820631455,2
-0.6213816733565662,2.5378887853680787,2.420934421787183,0
1.2564593490966507,-0.8301205927100848,-1.0301918779505257,2
1.5694328528388537,-0.8301205927100848,0.3839326244409228,2
1.3682356004331515,-0.8301205927100848,-0.5013230212403152,2
-0.7666908000940176,0.1321678010265333,2.8569799405526557,0
-1.0014209279006698,-0.3489763958417757,0.5105241817733396,1
-0.4425396712181647,0.1321678010265333,2.6437047215278064,0
2.184202235189609,-0.8301205927100848,-0.8861236607743372,2
0.2057625865335412,-0.3489763958417757,-0.3691058070627626,2
-0.9343551770987693,0.6133119978948424,0.7176168895952859,1
2.22891273572421,-0.3489763958417757,-0.241486210916006,2
-0.9790656776333696,-0.8301205927100848,-0.9161081261925726,3
-0.5207830471537154,-0.3489763958417757,1.5384202129441835,0
-0.2189871685451626,0.1321678010265333,0.6961137443953515,1
2.452465238397212,-0.8301205927100848,-0.6366814651283497,2
-0.7443355498267175,-0.8301205927100848,-0.0964899031435387,3
-0.9008223016978189,-0.3489763958417757,-0.5040359014448222,3
2.497175738931812,-0.3489763958417757,1.1674124275025497,2
-0.1072109172086616,-0.3489763958417757,0.0595863785168097,3
-0.7778684252276677,0.6133119978948424,2.733301159860867,0
-0.9678880524997194,1.0944561947631517,1.4775231915114335,0
1.0440844715572988,1.0944561947631517,1.4850193078659926,0
-0.699625049292117,-0.3489763958417757,-0.3216018468501581,3
-0.8449341760295683,1.5756003916314605,2.813045559556508,0
-0.1295661674759618,-0.8301205927100848,-0.372189923505781,3
-0.7778684252276677,-0.8301205927100848,-0.5295084187334566,3
-0.2189871685451626,0.6133119978948424,1.102417529129308,1
-0.3084081696143634,-0.3489763958417757,0.6596183664862991,1
-0.6213816733565662,-0.3489763958417757,2.283662683439128,0
-0.5096054220200653,-0.8301205927100848,1.1781782784193828,1
0.3063612127363921,0.6133119978948424,0.4256967012734651,1
2.363044237328011,-0.8301205927100848,-1.0369026868774642,2
2.586596740001013,-0.8301205927100848,-0.8351500695633368,2
-0.4648949214854648,-0.8301205927100848,-0.546585285704985,3
0.6416899667458952,-0.8301205927100848,1.284880140357704,1
-0.4648949214854648,1.0944561947631517,1.2816389624291613,0
-0.6549145487575166,1.0944561947631517,2.9670943202219098,0
2.4301099881299115,-0.3489763958417757,-0.1673103547980379,2
-0.1854542931442123,0.1321678010265333,0.5945092415781308,1
-0.2748752942134131,0.1321678010265333,-0.0748296964580801,1
1.401768475834102,0.1321678010265333,-0.3542420792054374,2
0.2392954619344915,-0.8301205927100848,-0.2026491890409581,2
-0.3084081696143634,-0.8301205927100848,-0.3000130317490286,3
-0.8449341760295683,0.6133119978948424,-0.0049516137167256,1
0.0492758346624397,0.1321678010265333,-0.0099204679860331,2
-1.0125985530343198,2.5378887853680787,1.497512835123591,0
0.7981767186169966,-0.3489763958417757,1.357085588748188,1
-0.151921417743262,-0.8301205927100848,-0.0475581112443516,3
1.1558607228937998,-0.8301205927100848,-0.3252285393340779,2
-0.7778684252276677,0.1321678010265333,0.0218345087235646,1
-0.5431382974210156,-0.8301205927100848,-0.7911728536165915,3
-0.0736780418077113,-0.3489763958417757,-0.00623666223465,3
0.0939863351970402,-0.8301205927100848,-0.4304882912689504,2
-0.8672894262968686,-0.3489763958417757,2.993223640086371,0
-0.9902433027670196,-0.8301205927100848,-0.9115961780629716,3
-0.7778684252276677,-0.8301205927100848,-0.9667961510662564,3
-0.375473920416264,-0.8301205927100848,0.2738610797222669,3
1.692386729309005,-0.8301205927100848,-0.4769213777166178,2
-0.5319606722873654,-0.8301205927100848,-0.5155299465218125,3
0.7199333426814459,-0.3489763958417757,-0.8747295639154077,2
-0.8337565508959183,-0.3489763958417757,-0.5424874087644928,3
0.4740255897411436,-0.8301205927100848,-0.1476633907906606,2
-0.2078095434115125,1.5756003916314605,2.364991976306875,0
-0.2860529193470632,2.056744588499769,2.217025778626316,0
-0.2301647936788127,-0.3489763958417757,0.1954588418120139,3
0.0269205843951395,-0.3489763958417757,0.0233765669450739,3
-0.811401300628618,-0.3489763958417757,0.5412653979854638,1
-0.4313620460845145,0.6133119978948424,0.7628505974262241,1
-0.9119999268314688,2.5378887853680787,0.57333449766611,0
-0.8337565508959183,-0.3489763958417757,-0.09754649859161,3
1.077617346958249,-0.3489763958417757,-0.1156085694268802,2
-0.4201844209508644,-0.8301205927100848,-0.1244040126162294,3
-0.9790656776333696,-0.8301205927100848,-0.1849297978104676,3
-0.9008223016978189,-0.8301205927100848,-0.404516032890012,3
-0.8337565508959183,2.5378887853680787,2.3908642864677523,0
