PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,target
9.192836826213242,1.9485830707786143,-1.1231661649251443,-3.6337308974191376,1.1951101242170623,1.4114244518030488,2.159369867770199,-0.39840723004088424,-0.15711835944336877,-0.8774018798938613,0
2.387801795802216,-3.7681717420675644,-0.5292926867404226,-1.1182638623273586,-0.621774980205279,0.028656354525270464,0.013358093546660956,0.2409884585252629,-0.7119048160296836,1.1069949438631757,0
5.733896279731704,-1.0751737966209132,-0.5517475931812105,-0.9120826710188211,0.1770858984316313,0.5414521472561709,-0.6681664837396039,0.09737373820709179,0.02406564282556081,0.45427539975510206,0
7.122953197708881,10.2755891218128,-3.232789547975105,-0.15254703016112958,2.960878401828491,3.0534218246170792,1.4299106992325814,1.059565241132601,-1.4054396667379545,-1.1169752748852784,0
3.935302073678098,-1.9480715678001708,1.3897667263118845,-2.940639346699833,-0.5467474017693358,-1.2264946427264003,-0.9362125458835693,0.6363760610799981,-0.263805463899629,0.3777044681310579,0
2.380247150345935,3.949928895550162,-2.9348767932958175,-0.9410368715107553,1.0560419315215392,-0.45103865197505666,0.4904451157185952,-0.16544387692292378,-0.1334730993382661,-0.5304312173874985,0
2.238883308052405,-2.6900312772980617,-1.6399129289299446,-0.14933988773219747,-0.04035951797864276,-0.1289484343695861,-0.3015674457450682,0.08369819031124479,-0.08002457152881148,0.2191433519473224,0
2.1432985003775453,2.340244006949544,-0.8719472621970088,0.12704285731454892,1.4274366729137118,-1.2570391922409274,0.9740998490315574,-0.6533382619527822,0.24818364707282736,1.0005861248381684,0
3.1749242930837327,3.391812951846842,-3.1199859103786487,0.6012970531658851,1.522290391920387,0.5595447276551316,-0.21510369959346595,-0.6873411939753594,0.5119238979503712,0.029187464384095807,0
6.351746789526093,7.7271740668648405,-4.341915813265785,3.375201579943473,-1.7102631424409265,-0.7239087403159065,2.519839824474651,0.36514888941475016,-0.7173966873313773,-1.1656307898671743,0
-0.8104137708452945,-2.659275497686959,-0.48882979387459535,1.6725665641372591,-0.27581156913956933,0.12733183873981807,0.6250123175381549,0.16574954673946032,-0.30138055797782587,0.37623537269416185,0
2.6511004772423985,0.06656792656644844,-1.5264552984284543,-0.05126156174295192,-0.33195111557128604,0.764866637704749,0.6660924496743926,0.6195450657489706,-0.40094081585296326,-0.33106917007339043,0
8.18503445814795,2.7009764926129693,5.730230807404685,1.1122565548373566,-1.0434704479700319,2.594571243125389,0.9414973501780433,-3.321783999742782,-0.7477883706292339,0.39594615268424704,0
0.3421259139901532,-0.9682792608579343,1.7171715837733288,0.5950029515744039,-0.46801050991251997,1.0076601120936781,-1.7990811518798415,1.1066573531075035,0.2676251566901169,0.4395816155473098,0
4.342379194647855,4.861083312492754,-2.8161155387334187,1.4545570349674557,-1.2900628482845637,-0.3497162379130108,0.7428804951154853,-0.28092617390808405,-0.6751038033714236,-0.11565698692065668,0
4.075656175346033,2.9770611803676803,-3.125274148896747,2.458070856747963,0.4083421223931714,0.49577797892530434,0.9150568590202572,0.3025236677276762,0.4569401360469151,0.44715746065121287,0
0.23005501571000428,-1.5647577252734424,-0.8025191537880157,0.6505829141841277,0.4947110498794907,-0.7621910180301391,-0.08684701919719105,0.029508982461588944,0.5032261712626075,-0.4996724092314781,0
4.418010915982992,1.4186703334195132,-2.2703190300830136,0.18627241456690227,1.4238611922717384,-0.7524893109854605,0.44198484979110136,-0.41376974421982193,0.01867309899889793,0.3566300246728357,0
4.948703550565109,-4.114333524964808,-0.3147491107333595,0.08820651787104489,0.056715175790362414,-1.1376888534383145,-0.25128286196934774,0.7421519448059628,0.4104471542506481,-0.5713271092185136,0
-1.2370633569552283,-0.1882149537564755,-0.593283497775503,-1.5963460972617451,0.442154234408723,-0.048636781110700335,-1.2016874481712023,0.4036257110579101,0.40530042887107487,0.005925576685250913,1
-1.578161234812173,0.5728081925090137,-1.8014467053426635,-1.125275726780622,0.39526973340748217,0.43084125271406715,0.33848365971527034,-0.861959436843904,-0.18720117416460497,0.36092385164458135,1
-3.5573363735500108,1.6629499036242439,0.45118744720163756,-2.073764683191486,0.4907464991318234,-0.7700683482173344,-0.19103873699687715,-0.2444620589370916,0.546896212513571,0.007636657937484,1
4.733210788209763,3.304963728293768,-1.4665366905115746,-2.0411500839765164,0.02622012214808245,3.0230438600355503,-1.0071797496347699,0.1046367123283449,0.16851144551634745,-0.24562069098385603,0
4.208524209049894,-5.128366513937129,-0.7524020249978418,0.862710269452548,0.4709679157410503,-0.5958404334797726,-0.07482841270461008,0.18025270884186353,-0.3641261193204843,0.691544752056944,0
4.9496320739837385,-1.543752288133413,-1.713193931721899,-0.04675916638472848,1.7392301992461738,-0.8128796202763113,0.8003053281361636,0.4199090636424576,0.8116791252269071,0.021478396554240494,0
7.098562854912054,2.018610337108628,-0.029009635418768682,-2.5879506036805413,2.039339917808486,1.1842014785027408,0.601853505473663,-1.3074116550254866,1.1010107049832532,2.286275649052095,0
3.510262603971833,2.1716251156448343,-3.894546414458301,1.2957596791007018,0.06821804219720805,0.7873573356314555,0.28991897587265925,-0.49597758628396543,0.11319038135337793,0.2954409700502397,0
3.064053886063116,-1.8765523476875159,2.58174770114134,-0.1284844155021032,0.11666512663456508,-0.9075950598840885,-0.6458347560279866,0.34047380961027907,-0.043912283085634024,-0.39654435612313754,0
4.007264143655832,0.5372421605295611,-2.761625634549507,1.898387507112246,0.5256728952674222,0.19284876992607414,0.16113021702033054,0.3788345380098528,0.3572885533113588,-0.5696368112360473,0
1.7153097265431405,-1.5237050229684264,0.1461870936979299,-1.9113864109761196,-0.5361232437205089,0.03625982379077366,0.18403037761060048,-0.21890224048546006,-0.3816686268622577,-0.036529189456080226,0
6.059445513505043,-0.7571774508791149,-0.3492393995162636,1.0642175341348248,0.7461052508461198,0.24208034711180873,0.46197675501386515,-0.29207051441243337,0.2847425371307723,0.11832188712956729,0
2.902236104999781,4.005295512374857,-3.0014624576442004,0.3253163795450793,0.8553558362463998,1.2346794017488458,1.9780884430085428,0.2026318043380137,0.5646450504114725,-0.22996854552277207,0
4.554782688815774,0.3375361539050538,-0.7543008027122897,0.7003299807221148,1.5485453357926704,-0.19100756711943925,-0.8895841127080103,-0.2440567190819507,0.44290837995424653,0.14349988627545432,0
4.990602722476016,-1.132588905692079,-2.577384169221545,1.2172617831435708,-0.6699148757044614,0.26747897857173225,1.0326168593628322,1.142731858904847,-0.5667916562022153,0.24491446978446263,0
2.985340788970855,0.7584232425067488,-3.493761718410144,-0.05426029028961342,-0.16709995161443703,1.001786520212844,0.7707720248202231,0.2103241350305816,-0.5856470099045269,-0.07479597634392299,0
2.766369157777753,-0.35435594247278196,-1.896962997461468,0.5342558740827169,0.8840204421825556,2.01103566124884,-0.7205951332345053,1.4126341120187396,0.19696222454575013,-0.7437565953286419,0
1.296198765020819,0.9131962762388735,-1.5757686737497714,1.043166639629118,-0.4147217156772665,0.568595013379268,-0.14272090079137614,0.4886276043808557,0.39123804238302495,-0.3827849629153877,0
-3.749313395938485,-1.413473117642519,1.7323077927931219,0.565442548854601,-0.08033942716600517,0.29026892094390794,-0.8050396064224764,-1.7088436201624204,-0.8924491198743033,-1.0885817200388197,1
-0.9980689008800906,-3.3512929231738102,4.305573840158024,0.561209616275137,0.4643728010084557,-1.494456385407701,1.2802547745841089,-1.4995679567751896,2.102381021403759,0.01150260528819886,0
0.7652641153962604,0.8862439528803252,-2.704918312763384,0.27477974977207686,-0.8104294442657234,-1.0373508562035834,-0.1777244034394818,0.19825784331704513,0.4315329271962918,-0.43897363351475044,0
-2.1509534707304185,-1.92399161583622,-1.1804841584142833,1.1131980271037332,-0.4484717380841738,0.9291124825252534,0.04187255489649659,-0.04864264307531578,0.6671610623452774,0.39063484640020335,0
-0.09333138656721261,2.260752006193167,-1.9047264819066558,1.4423071234931717,1.7053639599794803,-2.122638445593666,-0.4969786515968028,-0.4844533361956433,0.9133158058650771,-0.43070213238092786,0
9.087999677261315,2.0186730993370188,2.141226290644298,1.0692440225424367,-0.7979314288465841,4.311093719883478,0.43416547669300726,1.3882376865001096,-0.352827930947885,-0.9348001457910885,0
0.9904537655030491,0.9849300203816986,-2.310733656042392,0.2768255074628584,0.6405109848034005,0.2427816940548316,0.6137734900190511,-0.06786892178365807,0.2827611462022037,0.1519598868140853,0
-0.2935465509280982,-0.1370990908209641,-3.3019319207789186,1.0097858647198075,0.022510881810639677,0.11014620004847712,0.23360423402000813,0.17502686699961165,0.5449203071170349,-0.20691784430092558,0
5.380940406937093,-0.1348769776851686,-1.6788425626741073,-1.507694909584286,-0.15199820704762668,0.42390481235850463,-0.7881745339687394,0.7907864967265711,0.11155511222889786,-1.0560606729253104,0
-4.581936672186453,1.484220317772354,0.04207461161204729,-0.29622912941152746,0.7138525125300137,0.5759267601744825,0.22320193522419193,0.8683331497539772,0.32854739526579424,-0.14579979752777592,1
1.7000068868371667,2.352271793659258,-3.0780890942518453,0.0660209527602171,1.0564664087496047,-0.28210962807113116,-0.16062044690759228,0.01896006407075275,0.592330526986972,-0.10542647927525842,0
-2.1364452772841003,0.0958296094879294,-1.4924118891214935,-1.1210632056051313,0.06803722858499095,-0.693491730482469,0.1973340196572634,-0.04007942266623285,0.41981024139417394,-0.6174335904402249,1
