BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
-0.8778210406856342,-1.0218751866207674,-0.729687094867381,-0.6923833770948379,-0.505216352946547,-0.6735066735510843,-0.8064903456392755,-0.7227487797432042,-0.7073131650492337,-0.7300836259472017,-0.6972927139516387,-0.7379695006479422,-1.010502903474566,-0.899858913249918,-0.7840777040623941,-0.6292773760555791,0.0
1.1785459049535463,-0.2027078961153697,-0.838159586599889,-0.6923833770948379,-0.7460285033081394,2.115343276293187,-1.2217580572960502,-0.7227487797432042,-0.9169951914991048,0.7177918073779606,0.4730893555063136,-0.8913329509120472,0.7627565559418733,2.1653746289438254,0.9688869871489827,0.9739614032790265,0.0
0.7184871278716517,0.616459394390028,0.040956518565972856,0.8183200526069591,-0.7460285033081394,-0.6735066735510843,1.2698432294420248,2.2109089469121983,-0.9169951914991048,-0.7300836259472017,-0.6972927139516387,0.028847750672583352,0.91052817755991,-0.5696530148782362,0.13254371474748486,-0.6292773760555791,0.0
0.1796228204353412,-1.8865517710431303,0.8662457080230619,2.128107956722324,-0.7460285033081394,-0.46740108597875657,-1.0141254472683061,-0.39678811396270464,-0.9169951914991048,-0.24746041200605864,-0.40469719658715064,-0.8146512257799947,0.91052817755991,-1.058416710514178,-0.4592896502301689,-0.6292773760555791,0.0
-0.37256084869049916,0.616459394390028,-0.8199671351562817,-0.6611208412033408,-0.7460285033081394,-0.6735066735510843,-1.0141254472683061,-0.39678811396270464,-0.9169951914991048,-0.7300836259472017,-0.6972927139516387,-0.8146512257799947,-0.9513942548273514,-0.5254427010433249,-0.5862339603827029,-0.6292773760555791,0.0
0.2727367224944893,0.616459394390028,0.6778173921959002,-0.6923833770948379,2.2113510594560317,-0.6735066735510843,0.43931029772976204,-0.7227487797432042,0.5507840260387573,-0.7300836259472017,-0.6972927139516387,-0.27787914985562684,-0.7740683088857074,0.04162186021689544,2.1775006530743606,-0.6292773760555791,0.0
-0.49643688325394586,0.616459394390028,2.249864074854995,2.128107956722324,0.9916053338607599,-0.6735066735510843,1.2698432294420248,2.2109089469121983,1.5991991906768772,-0.7300836259472017,-0.6972927139516387,2.2526177795021076,2.6837876369763496,2.2242155787596976,-0.6740397113847804,1.9473563764464654,0.0
0.2817282141186578,0.616459394390028,-0.3421878791185473,-0.6923833770948379,0.3550434043200222,-0.6735066735510843,1.2698432294420248,-0.7227487797432042,1.5991991906768772,-0.7300836259472017,-0.6972927139516387,0.028847750672583352,-0.6262966872676708,-0.5248688825294376,-0.0464505360626464,-0.6292773760555791,0.0
-0.24428883529441645,0.616459394390028,0.14137885053468474,0.60010755208431,-0.24118122791696034,-0.6735066735510843,-0.39122512558378747,-0.39678811396270464,-0.28794659595510924,-0.7300836259472017,-0.6972927139516387,-0.5079243252517845,0.7627565559418733,-0.5176297598388856,-0.46000475305723276,-0.6292773760555791,0.0
-0.8054121563968083,-1.8865517710431303,0.6190557740330488,1.8117457478140735,-0.7460285033081394,-0.6735066735510843,-0.8064903456392755,-0.07082353663856951,-0.9169951914991048,-0.7300836259472017,-0.6972927139516387,-0.6612877755158896,1.9449295288861663,-0.14324549143424833,-0.8577560541080581,-0.6292773760555791,0.0
