Recency,Frequency,Monetary
-0.18545429314421233,0.6133119978948424,1.4088873223374063
-0.811401300628618,-0.8301205927100848,1.352216682696941
2.4412876132635617,-0.8301205927100848,-0.6798019820631455
-0.6213816733565662,2.5378887853680787,2.420934421787183
1.2564593490966507,-0.8301205927100848,-1.0301918779505257
1.5694328528388537,-0.8301205927100848,0.3839326244409228
1.3682356004331517,-0.8301205927100848,-0.5013230212403152
-0.7666908000940176,0.1321678010265333,2.8569799405526553
-1.0014209279006698,-0.34897639584177576,0.5105241817733396
-0.4425396712181647,0.1321678010265333,2.6437047215278064
2.1842022351896095,-0.8301205927100848,-0.8861236607743372
0.2057625865335412,-0.34897639584177576,-0.3691058070627626
-0.9343551770987691,0.6133119978948424,0.7176168895952859
2.22891273572421,-0.34897639584177576,-0.24148621091600608
-0.9790656776333695,-0.8301205927100848,-0.9161081261925726
-0.5207830471537154,-0.34897639584177576,1.5384202129441835
-0.21898716854516265,0.1321678010265333,0.6961137443953515
2.452465238397212,-0.8301205927100848,-0.6366814651283497
-0.7443355498267175,-0.8301205927100848,-0.09648990314353872
-0.9008223016978189,-0.34897639584177576,-0.5040359014448222
2.497175738931812,-0.34897639584177576,1.1674124275025497
-0.10721091720866163,-0.34897639584177576,0.05958637851680977
-0.7778684252276677,0.6133119978948424,2.733301159860867
-0.9678880524997194,1.0944561947631515,1.4775231915114337
1.0440844715572988,1.0944561947631515,1.4850193078659926
-0.699625049292117,-0.34897639584177576,-0.32160184685015814
-0.8449341760295683,1.5756003916314605,2.8130455595565076
-0.12956616747596184,-0.8301205927100848,-0.37218992350578106
-0.7778684252276677,-0.8301205927100848,-0.5295084187334566
-0.21898716854516265,0.6133119978948424,1.1024175291293081
-0.30840816961436346,-0.34897639584177576,0.6596183664862991
-0.6213816733565662,-0.34897639584177576,2.2836626834391276
-0.5096054220200653,-0.8301205927100848,1.1781782784193828
0.3063612127363921,0.6133119978948424,0.4256967012734651
2.363044237328011,-0.8301205927100848,-1.0369026868774642
2.586596740001013,-0.8301205927100848,-0.8351500695633368
-0.46489492148546485,-0.8301205927100848,-0.546585285704985
0.6416899667458952,-0.8301205927100848,1.284880140357704
-0.46489492148546485,1.0944561947631515,1.2816389624291613
-0.6549145487575166,1.0944561947631515,2.9670943202219098
2.4301099881299115,-0.34897639584177576,-0.16731035479803794
-0.18545429314421233,0.1321678010265333,0.5945092415781308
-0.27487529421341317,0.1321678010265333,-0.0748296964580801
1.401768475834102,0.1321678010265333,-0.3542420792054374
0.23929546193449153,-0.8301205927100848,-0.20264918904095816
-0.30840816961436346,-0.8301205927100848,-0.3000130317490286
-0.8449341760295683,0.6133119978948424,-0.004951613716725699
0.04927583466243979,0.1321678010265333,-0.009920467986033157
-1.0125985530343198,2.5378887853680787,1.4975128351235907
0.7981767186169966,-0.34897639584177576,1.357085588748188
-0.15192141774326204,-0.8301205927100848,-0.047558111244351615
1.1558607228937998,-0.8301205927100848,-0.32522853933407797
-0.7778684252276677,0.1321678010265333,0.021834508723564648
-0.5431382974210156,-0.8301205927100848,-0.7911728536165915
-0.07367804180771133,-0.34897639584177576,-0.006236662234650044
0.0939863351970402,-0.8301205927100848,-0.4304882912689504
-0.8672894262968686,-0.34897639584177576,2.993223640086371
-0.9902433027670197,-0.8301205927100848,-0.9115961780629716
-0.7778684252276677,-0.8301205927100848,-0.9667961510662565
-0.37547392041626404,-0.8301205927100848,0.2738610797222669
1.692386729309005,-0.8301205927100848,-0.47692137771661786
-0.5319606722873654,-0.8301205927100848,-0.5155299465218125
0.7199333426814459,-0.34897639584177576,-0.8747295639154077
-0.8337565508959183,-0.34897639584177576,-0.5424874087644928
0.47402558974114367,-0.8301205927100848,-0.14766339079066065
