Gender,Age,Annual Income (k$),Spending Score (1-100)
1.1281521496355325,-1.4245687900521393,-1.7454294073096774,-0.43480147996914814
1.1281521496355325,-1.2810354107017978,-1.7454294073096774,1.195704069915157
-0.8864052604279183,-1.3528021003769686,-1.7070830700260025,-1.7159129834496736
-0.8864052604279183,-1.1375020313514563,-1.7070830700260025,1.0404178270690327
-0.8864052604279183,-0.5633685139500905,-1.6687367327423273,-0.3959799192576171
-0.8864052604279183,-1.209268721026627,-1.6687367327423273,1.0015962663575015
-0.8864052604279183,-0.2763017552494075,-1.6303903954586523,-1.7159129834496736
-0.8864052604279183,-1.1375020313514563,-1.6303903954586523,1.700384359165061
1.1281521496355325,1.804932245330544,-1.5920440581749773,-1.832377665584267
-0.8864052604279183,-0.6351352036252612,-1.5920440581749773,0.8463100235113773
1.1281521496355325,2.0202323143560563,-1.5920440581749773,-1.405340497757425
-0.8864052604279183,-0.2763017552494075,-1.5920440581749773,1.8944921627227165
-0.8864052604279183,1.3743321072795196,-1.5536977208913023,-1.3665189370458939
-0.8864052604279183,-1.0657353416762856,-1.5536977208913023,1.0404178270690327
1.1281521496355325,-0.13276837589906598,-1.5536977208913023,-1.444162058468956
1.1281521496355325,-1.209268721026627,-1.5536977208913023,1.118060948492095
-0.8864052604279183,-0.2763017552494075,-1.5153513836076273,-0.5900877228152724
1.1281521496355325,-1.3528021003769686,-1.5153513836076273,0.6133806592421909
1.1281521496355325,0.9437319692284951,-1.4386587090402774,-0.823017087084459
-0.8864052604279183,-0.2763017552494075,-1.4386587090402774,1.8556706020111853
1.1281521496355325,-0.2763017552494075,-1.4003123717566022,-0.5900877228152724
1.1281521496355325,-0.9939686520011148,-1.4003123717566022,0.8851315842229084
-0.8864052604279183,0.5131318311774707,-1.3619660344729272,-1.7547345441612048
1.1281521496355325,-0.5633685139500905,-1.3619660344729272,0.8851315842229084
-0.8864052604279183,1.0872653485788366,-1.2469270226219022,-1.405340497757425
1.1281521496355325,-0.706901893300432,-1.2469270226219022,1.234525630626688
-0.8864052604279183,0.44136514150229994,-1.2469270226219022,-0.7065524049498657
1.1281521496355325,-0.2763017552494075,-1.2469270226219022,0.4192728556845355
-0.8864052604279183,0.08253169312644625,-1.2085806853382273,-0.7453739656613968
-0.8864052604279183,-1.1375020313514563,-1.2085806853382273,1.4286334341843434
1.1281521496355325,1.517865486629861,-1.170234348054552,-1.7935561048727358
-0.8864052604279183,-1.2810354107017978,-1.170234348054552,0.8851315842229084
1.1281521496355325,1.0154986589036659,-1.0551953362035271,-1.7935561048727358
1.1281521496355325,-1.49633547972731,-1.0551953362035271,1.622741237741999
-0.8864052604279183,0.728431900202983,-1.0551953362035271,-1.405340497757425
-0.8864052604279183,-1.2810354107017978,-1.0551953362035271,1.195704069915157
-0.8864052604279183,0.22606507247678773,-1.0168489989198521,-1.288875815622832
-0.8864052604279183,-0.6351352036252612,-1.0168489989198521,0.8851315842229084
-0.8864052604279183,-0.20453506557423673,-0.9018099870688271,-0.9394817692190521
-0.8864052604279183,-1.3528021003769686,-0.9018099870688271,0.9627747056459706
-0.8864052604279183,1.8766989350057148,-0.8634636497851521,-0.5900877228152724
1.1281521496355325,-1.0657353416762856,-0.8634636497851521,1.622741237741999
1.1281521496355325,0.6566652105278122,-0.825117312501477,-0.5512661621037414
-0.8864052604279183,-0.5633685139500905,-0.825117312501477,0.4192728556845355
